ar,smasvaedi,kyn,aldursflokkur,fjoldi
2018,3105,1,0-4 ára,36
2017,0706,2,0-4 ára,83
2017,4101,2,0-4 ára,35
2021,3104,1,0-4 ára,58
2024,2002,2,0-4 ára,21
2017,2008,1,0-4 ára,24
2009,3802,1,0-4 ára,53
2015,1005,2,0-4 ára,38
2011,3404,1,0-4 ára,29
2012,2503,2,0-4 ára,50
2015,1801,1,0-4 ára,39
2019,2301,2,0-4 ára,51
2020,2903,1,0-4 ára,44
2024,0705,2,0-4 ára,54
2014,3203,1,0-4 ára,51
2014,3304,2,0-4 ára,68
2021,2301,2,0-4 ára,54
2009,1006,1,0-4 ára,64
2013,1006,2,0-4 ára,69
2017,1102,2,0-4 ára,55
2019,0405,1,0-4 ára,67
2020,2401,2,0-4 ára,52
2024,4202,2,0-4 ára,29
2013,0807,2,0-4 ára,46
2023,0207,1,0-4 ára,42
2023,1402,1,0-4 ára,84
2023,0205,1,0-4 ára,40
2011,2004,1,0-4 ára,76
2022,2404,2,0-4 ára,91
2022,3703,2,0-4 ára,40
2010,1206,1,0-4 ára,52
2021,3703,1,0-4 ára,32
2011,0902,2,0-4 ára,34
2024,1402,2,0-4 ára,96
2021,1305,2,0-4 ára,24
2010,3103,2,0-4 ára,73
2010,2203,1,0-4 ára,38
2022,2102,2,0-4 ára,52
2018,3101,1,0-4 ára,88
2011,2103,2,0-4 ára,49
2019,0205,1,0-4 ára,43
2023,1206,1,0-4 ára,27
2013,2602,1,0-4 ára,68
2016,3902,1,0-4 ára,75
2010,3802,2,0-4 ára,42
2017,1203,1,0-4 ára,61
2023,1801,1,0-4 ára,43
2012,3903,2,0-4 ára,100
2022,3205,1,0-4 ára,44
2024,0208,1,0-4 ára,50
2012,3902,1,0-4 ára,99
2018,1101,1,0-4 ára,54
2016,1204,1,0-4 ára,78
2024,2602,2,0-4 ára,79
2010,2302,1,0-4 ára,26
2019,2301,1,0-4 ára,45
2022,0502,1,0-4 ára,59
2008,1202,1,0-4 ára,132
2023,0201,1,0-4 ára,29
2019,0905,2,0-4 ára,35
2011,2303,2,0-4 ára,52
2011,1005,2,0-4 ára,42
2022,0601,2,0-4 ára,78
2009,4201,2,0-4 ára,60
2024,1101,1,0-4 ára,60
2022,2602,1,0-4 ára,85
2021,0708,2,0-4 ára,64
2010,3603,1,0-4 ára,65
2017,2803,1,0-4 ára,70
2019,1201,2,0-4 ára,38
2009,3102,1,0-4 ára,31
2008,1006,2,0-4 ára,59
2024,0801,1,0-4 ára,36
2011,4102,2,0-4 ára,99
2014,0606,2,0-4 ára,62
2014,1403,2,0-4 ára,68
2024,3701,1,0-4 ára,32
2019,2008,2,0-4 ára,22
2011,1404,1,0-4 ára,56
2021,1811,1,0-4 ára,56
2021,2204,1,0-4 ára,48
2024,2901,2,0-4 ára,55
2016,2705,1,0-4 ára,52
2019,1810,2,0-4 ára,16
2016,2501,2,0-4 ára,48
2016,3102,1,0-4 ára,46
2010,0803,1,0-4 ára,110
2020,3001,2,0-4 ára,67
2018,1702,2,0-4 ára,36
2016,0401,2,0-4 ára,80
2022,2405,1,0-4 ára,72
2023,4001,2,0-4 ára,25
2018,2002,2,0-4 ára,26
2024,2001,1,0-4 ára,59
2021,0405,1,0-4 ára,70
2011,4102,1,0-4 ára,106
2010,1201,1,0-4 ára,54
2023,0202,2,0-4 ára,71
2020,4002,2,0-4 ára,64
2014,1104,1,0-4 ára,52
2024,0201,1,0-4 ára,24
2023,1804,1,0-4 ára,25
2015,0802,2,0-4 ára,35
2010,2904,2,0-4 ára,108
2020,1602,2,0-4 ára,48
2015,0707,2,0-4 ára,44
2022,2407,2,0-4 ára,61
2011,0403,2,0-4 ára,35
2023,2002,2,0-4 ára,27
2014,2501,2,0-4 ára,43
2010,0806,1,0-4 ára,59
2018,1804,1,0-4 ára,30
2017,4001,2,0-4 ára,45
2020,1402,2,0-4 ára,36
2017,2106,1,0-4 ára,63
2020,0702,1,0-4 ára,40
2016,1811,1,0-4 ára,60
2019,1402,2,0-4 ára,51
2011,3403,2,0-4 ára,84
2015,1402,1,0-4 ára,42
2018,3601,2,0-4 ára,43
2024,0804,2,0-4 ára,86
2009,0704,1,0-4 ára,47
2022,3403,1,0-4 ára,94
2011,3304,1,0-4 ára,79
2018,2302,1,0-4 ára,25
2011,3403,1,0-4 ára,88
2020,4204,1,0-4 ára,33
2020,1903,2,0-4 ára,22
2024,2601,1,0-4 ára,55
2010,2105,1,0-4 ára,32
2013,1811,2,0-4 ára,53
2009,3901,2,0-4 ára,62
2013,2102,1,0-4 ára,36
2010,1002,1,0-4 ára,109
2011,2002,1,0-4 ára,20
2011,3105,2,0-4 ára,44
2009,1703,1,0-4 ára,54
2012,2104,1,0-4 ára,65
2009,0301,1,0-4 ára,74
2022,1302,2,0-4 ára,66
2011,3402,1,0-4 ára,39
2021,1001,2,0-4 ára,43
2013,0604,2,0-4 ára,60
2021,3301,1,0-4 ára,55
2017,0604,1,0-4 ára,54
2010,4201,1,0-4 ára,57
2017,1302,2,0-4 ára,105
2017,3903,2,0-4 ára,77
2009,3704,1,0-4 ára,43
2014,3904,2,0-4 ára,67
2010,0605,2,0-4 ára,31
2012,2204,2,0-4 ára,94
2014,3404,2,0-4 ára,25
2015,1804,2,0-4 ára,41
2022,1706,1,0-4 ára,55
2008,3305,2,0-4 ára,62
2013,2803,2,0-4 ára,69
2014,3901,2,0-4 ára,62
2019,0606,2,0-4 ára,53
2008,0102,1,0-4 ára,49
2014,1804,1,0-4 ára,51
2024,2502,2,0-4 ára,33
2013,3006,2,0-4 ára,32
2016,1305,2,0-4 ára,24
2022,0903,1,0-4 ára,104
2013,1703,2,0-4 ára,41
2010,3003,2,0-4 ára,58
2021,3004,1,0-4 ára,113
2023,1101,2,0-4 ára,60
2013,3004,1,0-4 ára,90
2016,0904,1,0-4 ára,51
2009,2802,1,0-4 ára,48
2008,4201,2,0-4 ára,49
2012,3703,2,0-4 ára,51
2012,2001,2,0-4 ára,48
2012,1002,1,0-4 ára,115
2022,1004,2,0-4 ára,68
2020,3201,2,0-4 ára,35
2017,1004,1,0-4 ára,86
2017,3903,1,0-4 ára,79
2022,2801,2,0-4 ára,54
2009,1904,2,0-4 ára,38
2008,1811,1,0-4 ára,32
2008,0705,2,0-4 ára,62
2014,1802,1,0-4 ára,38
2024,1302,1,0-4 ára,63
2021,0604,1,0-4 ára,55
2008,1806,1,0-4 ára,21
2008,0404,2,0-4 ára,65
2009,2601,2,0-4 ára,42
2013,1809,1,0-4 ára,63
2013,2804,1,0-4 ára,61
2021,0707,2,0-4 ára,42
2016,0706,1,0-4 ára,65
2019,3202,2,0-4 ára,50
2024,2402,2,0-4 ára,42
2020,0203,1,0-4 ára,76
2013,0301,2,0-4 ára,63
2008,3102,1,0-4 ára,29
2021,0802,1,0-4 ára,38
2022,0703,2,0-4 ára,38
2011,1810,1,0-4 ára,28
2019,1504,2,0-4 ára,54
2018,2702,1,0-4 ára,44
2018,2705,1,0-4 ára,57
2017,2406,1,0-4 ára,29
2023,0301,2,0-4 ára,98
2010,2602,1,0-4 ára,74
2021,2701,1,0-4 ára,36
2018,0807,2,0-4 ára,48
2014,1205,2,0-4 ára,29
2019,1602,1,0-4 ára,69
2008,3603,1,0-4 ára,69
2013,4201,1,0-4 ára,64
2020,4003,1,0-4 ára,27
2015,2804,1,0-4 ára,47
2019,2302,2,0-4 ára,28
2024,0404,2,0-4 ára,61
2014,3105,1,0-4 ára,30
2017,3701,1,0-4 ára,33
2020,3104,1,0-4 ára,53
2009,0701,1,0-4 ára,33
2024,0206,2,0-4 ára,57
2023,3703,2,0-4 ára,35
2020,2105,2,0-4 ára,40
2011,0102,1,0-4 ára,46
2012,4003,2,0-4 ára,31
2018,1501,2,0-4 ára,53
2020,2302,2,0-4 ára,34
2023,2804,2,0-4 ára,79
2024,4203,1,0-4 ára,40
2019,3104,2,0-4 ára,52
2024,2404,2,0-4 ára,89
2020,1701,1,0-4 ára,35
2022,1004,1,0-4 ára,90
2010,1204,1,0-4 ára,113
2022,3005,1,0-4 ára,57
2023,2303,1,0-4 ára,54
2014,2105,2,0-4 ára,47
2017,2804,2,0-4 ára,50
2019,0802,1,0-4 ára,37
2021,1403,1,0-4 ára,51
2011,2902,1,0-4 ára,44
2018,3703,1,0-4 ára,43
2019,2902,1,0-4 ára,33
2017,1702,1,0-4 ára,32
2015,0903,2,0-4 ára,80
2014,1002,1,0-4 ára,113
2013,3203,2,0-4 ára,75
2020,3902,2,0-4 ára,58
2016,0603,2,0-4 ára,31
2022,0905,2,0-4 ára,32
2020,1302,1,0-4 ára,95
2023,2006,1,0-4 ára,78
2017,3504,1,0-4 ára,89
2021,1706,2,0-4 ára,50
2015,2702,2,0-4 ára,22
2023,1705,2,0-4 ára,61
2015,1102,1,0-4 ára,59
2021,1503,1,0-4 ára,73
2024,0202,2,0-4 ára,72
2017,3901,1,0-4 ára,47
2015,0102,2,0-4 ára,49
2022,0201,1,0-4 ára,20
2023,0706,1,0-4 ára,100
2014,1101,1,0-4 ára,21
2015,0104,2,0-4 ára,41
2008,3901,2,0-4 ára,64
2010,0206,2,0-4 ára,53
2022,1811,2,0-4 ára,54
2013,1205,1,0-4 ára,35
2018,2401,2,0-4 ára,53
2015,1706,2,0-4 ára,59
2023,0903,1,0-4 ára,85
2010,3903,1,0-4 ára,88
2022,1602,1,0-4 ára,76
2024,0705,1,0-4 ára,71
2021,1802,1,0-4 ára,33
2019,0708,2,0-4 ára,62
2024,1403,2,0-4 ára,47
2024,1303,2,0-4 ára,39
2022,0902,2,0-4 ára,32
2014,1502,1,0-4 ára,65
2012,2601,1,0-4 ára,66
2012,0208,2,0-4 ára,53
2021,0602,2,0-4 ára,67
2019,2501,1,0-4 ára,58
2018,0203,2,0-4 ára,60
2011,3006,2,0-4 ára,39
2021,0904,1,0-4 ára,53
2011,3802,2,0-4 ára,49
2018,3603,2,0-4 ára,59
2013,2705,2,0-4 ára,60
2023,2003,2,0-4 ára,35
2019,1304,1,0-4 ára,78
2012,2204,1,0-4 ára,101
2018,0902,1,0-4 ára,31
2021,0606,2,0-4 ára,40
2013,0903,2,0-4 ára,72
2016,0303,1,0-4 ára,27
2018,1803,1,0-4 ára,21
2016,3704,1,0-4 ára,27
2012,1702,1,0-4 ára,31
2009,3205,1,0-4 ára,25
2011,2102,1,0-4 ára,31
2023,3903,2,0-4 ára,47
2012,3004,1,0-4 ára,91
2014,1205,1,0-4 ára,33
2008,3403,1,0-4 ára,87
2008,3304,1,0-4 ára,67
2024,0302,2,0-4 ára,65
2019,0204,2,0-4 ára,40
2012,3004,2,0-4 ára,72
2016,2502,2,0-4 ára,18
2014,0903,1,0-4 ára,58
2020,0206,2,0-4 ára,53
2008,2102,1,0-4 ára,28
2009,2401,1,0-4 ára,47
2012,1305,2,0-4 ára,16
2017,1501,1,0-4 ára,69
2017,2402,1,0-4 ára,63
2013,1504,2,0-4 ára,65
2009,1001,1,0-4 ára,30
2011,1401,1,0-4 ára,109
2016,2007,2,0-4 ára,63
2019,4001,1,0-4 ára,26
2016,3501,2,0-4 ára,25
2019,4201,2,0-4 ára,46
2019,0803,1,0-4 ára,83
2009,4003,2,0-4 ára,26
2011,2007,2,0-4 ára,67
2020,3803,1,0-4 ára,32
2012,1205,2,0-4 ára,28
2019,3404,2,0-4 ára,19
2014,3001,1,0-4 ára,55
2009,1103,2,0-4 ára,53
2018,0604,1,0-4 ára,55
2019,3305,1,0-4 ára,84
2014,2104,2,0-4 ára,56
2024,0606,1,0-4 ára,65
2021,4001,1,0-4 ára,24
2022,3006,1,0-4 ára,35
2016,0504,1,0-4 ára,46
2018,1503,1,0-4 ára,70
2017,2202,2,0-4 ára,85
2016,4001,1,0-4 ára,27
2019,1201,1,0-4 ára,34
2018,0303,2,0-4 ára,27
2009,1706,2,0-4 ára,61
2012,1807,2,0-4 ára,57
2010,1501,1,0-4 ára,82
2024,0702,1,0-4 ára,42
2011,2704,1,0-4 ára,78
2008,1101,1,0-4 ára,20
2017,2403,2,0-4 ára,43
2015,1811,1,0-4 ára,58
2009,2802,2,0-4 ára,43
2024,0201,2,0-4 ára,17
2019,4101,2,0-4 ára,42
2011,0707,2,0-4 ára,37
2013,1001,1,0-4 ára,57
2018,1904,2,0-4 ára,40
2023,3006,1,0-4 ára,36
2018,0902,2,0-4 ára,31
2010,2204,2,0-4 ára,104
2012,3005,1,0-4 ára,53
2017,0606,1,0-4 ára,53
2023,0904,1,0-4 ára,42
2021,1501,1,0-4 ára,58
2016,2101,1,0-4 ára,49
2010,3401,2,0-4 ára,68
2024,1103,2,0-4 ára,54
2016,3005,1,0-4 ára,42
2017,0207,2,0-4 ára,33
2015,3404,1,0-4 ára,30
2024,1811,2,0-4 ára,57
2015,3203,2,0-4 ára,71
2022,2903,1,0-4 ára,50
2012,0701,1,0-4 ára,58
2011,3703,1,0-4 ára,57
2017,1102,1,0-4 ára,69
2023,2007,1,0-4 ára,55
2014,2701,1,0-4 ára,32
2013,2105,1,0-4 ára,41
2024,0203,1,0-4 ára,69
2024,2008,2,0-4 ára,22
2009,2105,1,0-4 ára,36
2008,3303,1,0-4 ára,70
2014,0103,2,0-4 ára,52
2008,0206,2,0-4 ára,47
2011,2501,2,0-4 ára,58
2018,1504,2,0-4 ára,55
2019,2705,2,0-4 ára,66
2013,1704,1,0-4 ára,64
2013,3901,1,0-4 ára,70
2013,1810,1,0-4 ára,29
2022,1402,2,0-4 ára,59
2008,2004,1,0-4 ára,73
2010,2401,2,0-4 ára,45
2019,1402,1,0-4 ára,49
2015,3303,1,0-4 ára,49
2011,0201,1,0-4 ára,37
2012,3104,1,0-4 ára,61
2011,0303,1,0-4 ára,25
2015,2004,2,0-4 ára,50
2016,1601,2,0-4 ára,51
2018,0707,2,0-4 ára,49
2022,1805,1,0-4 ára,87
2021,0602,1,0-4 ára,51
2015,1803,2,0-4 ára,5
2015,3305,2,0-4 ára,62
2012,1205,1,0-4 ára,42
2015,2705,2,0-4 ára,61
2020,0504,2,0-4 ára,51
2018,1706,1,0-4 ára,58
2011,2202,1,0-4 ára,85
2020,1801,2,0-4 ára,40
2022,3603,1,0-4 ára,80
2014,3804,1,0-4 ára,56
2021,1808,2,0-4 ára,55
2024,1702,1,0-4 ára,30
2022,0101,2,0-4 ára,53
2022,2401,2,0-4 ára,56
2019,2402,2,0-4 ára,48
2008,0601,1,0-4 ára,62
2012,2901,1,0-4 ára,57
2011,3702,2,0-4 ára,61
2011,0501,1,0-4 ára,34
2023,2704,1,0-4 ára,51
2021,2106,1,0-4 ára,52
2013,2404,2,0-4 ára,56
2021,2303,2,0-4 ára,59
2024,2302,1,0-4 ára,40
2017,3404,2,0-4 ára,22
2013,0603,2,0-4 ára,29
2013,3501,1,0-4 ára,20
2023,1003,1,0-4 ára,61
2023,1002,2,0-4 ára,71
2015,2006,1,0-4 ára,81
2011,2401,1,0-4 ára,72
2016,2503,2,0-4 ára,42
2010,2301,1,0-4 ára,41
2015,4202,2,0-4 ára,34
2010,0206,1,0-4 ára,62
2010,2703,2,0-4 ára,85
2020,0803,1,0-4 ára,79
2015,0502,2,0-4 ára,66
2008,1404,2,0-4 ára,49
2008,0601,2,0-4 ára,62
2016,1102,1,0-4 ára,66
2012,1103,1,0-4 ára,57
2024,3902,2,0-4 ára,56
2021,0501,2,0-4 ára,47
2012,1801,2,0-4 ára,56
2015,0401,1,0-4 ára,66
2022,2502,1,0-4 ára,48
2009,4101,1,0-4 ára,42
2019,3102,1,0-4 ára,44
2015,1504,1,0-4 ára,63
2017,4203,2,0-4 ára,43
2010,0302,2,0-4 ára,72
2012,4002,1,0-4 ára,64
2015,3303,2,0-4 ára,45
2013,3801,1,0-4 ára,61
2012,2407,1,0-4 ára,28
2024,0404,1,0-4 ára,83
2009,2205,2,0-4 ára,70
2013,0701,2,0-4 ára,74
2015,3205,1,0-4 ára,37
2008,0203,1,0-4 ára,66
2018,1502,1,0-4 ára,79
2020,1102,1,0-4 ára,47
2008,0202,1,0-4 ára,84
2013,2901,2,0-4 ára,51
2017,0203,2,0-4 ára,70
2021,1205,2,0-4 ára,19
2019,1501,2,0-4 ára,61
2016,1003,1,0-4 ára,70
2013,0702,2,0-4 ára,33
2008,1304,1,0-4 ára,1
2021,0901,1,0-4 ára,69
2017,1805,1,0-4 ára,69
2011,1304,2,0-4 ára,19
2014,1101,2,0-4 ára,34
2008,3502,2,0-4 ára,58
2013,0302,2,0-4 ára,90
2022,1706,2,0-4 ára,60
2021,2401,2,0-4 ára,57
2011,2005,2,0-4 ára,60
2015,1304,1,0-4 ára,41
2012,1701,2,0-4 ára,48
2024,2704,1,0-4 ára,44
2018,3204,2,0-4 ára,63
2016,3702,2,0-4 ára,42
2017,0804,1,0-4 ára,116
2020,2201,1,0-4 ára,100
2015,0101,2,0-4 ára,48
2010,1402,2,0-4 ára,38
2018,3203,2,0-4 ára,51
2014,2501,1,0-4 ára,77
2015,1802,1,0-4 ára,37
2017,2006,2,0-4 ára,66
2009,0202,2,0-4 ára,100
2019,3103,1,0-4 ára,72
2024,2405,1,0-4 ára,87
2023,2103,2,0-4 ára,45
2019,2303,2,0-4 ára,59
2015,1502,1,0-4 ára,77
2018,4001,2,0-4 ára,29
2008,1205,1,0-4 ára,48
2023,2802,1,0-4 ára,32
2009,3203,1,0-4 ára,59
2023,0603,2,0-4 ára,19
2022,1302,1,0-4 ára,77
2019,0806,1,0-4 ára,42
2019,0104,2,0-4 ára,31
2016,3301,2,0-4 ára,51
2020,1801,1,0-4 ára,45
2016,2703,1,0-4 ára,87
2008,1601,1,0-4 ára,17
2016,2002,2,0-4 ára,21
2014,0901,2,0-4 ára,67
2012,3301,1,0-4 ára,48
2023,2703,1,0-4 ára,74
2013,2007,1,0-4 ára,74
2017,1004,2,0-4 ára,73
2014,3504,1,0-4 ára,81
2024,0901,2,0-4 ára,59
2020,2103,1,0-4 ára,44
2022,1201,1,0-4 ára,38
2008,0503,1,0-4 ára,48
2019,2904,1,0-4 ára,105
2023,3702,1,0-4 ára,43
2024,2601,2,0-4 ára,49
2022,2204,1,0-4 ára,39
2010,1602,2,0-4 ára,109
2020,1403,2,0-4 ára,36
2011,0405,2,0-4 ára,63
2009,0201,1,0-4 ára,45
2019,1002,1,0-4 ára,73
2016,3601,2,0-4 ára,60
2013,2904,1,0-4 ára,98
2018,3502,1,0-4 ára,48
2016,1902,2,0-4 ára,26
2011,2405,2,0-4 ára,9
2009,0101,2,0-4 ára,53
2016,0101,1,0-4 ára,46
2008,3602,1,0-4 ára,69
2021,0902,2,0-4 ára,31
2010,1903,2,0-4 ára,12
2016,1004,2,0-4 ára,80
2010,1301,1,0-4 ára,103
2013,3903,1,0-4 ára,101
2024,3001,1,0-4 ára,70
2015,1003,2,0-4 ára,69
2016,2006,1,0-4 ára,75
2016,0801,2,0-4 ára,53
2024,1903,1,0-4 ára,16
2012,2008,2,0-4 ára,29
2020,2403,2,0-4 ára,55
2021,0301,1,0-4 ára,78
2020,3102,2,0-4 ára,47
2011,2504,2,0-4 ára,51
2011,3301,2,0-4 ára,42
2016,2301,1,0-4 ára,41
2019,1805,1,0-4 ára,60
2018,3602,2,0-4 ára,62
2009,2201,1,0-4 ára,81
2011,0302,2,0-4 ára,72
2010,0204,1,0-4 ára,64
2011,2904,1,0-4 ára,96
2018,0801,2,0-4 ára,47
2015,3004,1,0-4 ára,98
2023,3501,2,0-4 ára,25
2021,1203,1,0-4 ára,77
2016,3701,1,0-4 ára,26
2023,3803,1,0-4 ára,25
2020,3502,2,0-4 ára,55
2016,0206,1,0-4 ára,47
2019,1303,1,0-4 ára,33
2009,1805,2,0-4 ára,44
2015,0708,2,0-4 ára,52
2015,0704,2,0-4 ára,55
2015,1503,2,0-4 ára,57
2012,1602,2,0-4 ára,94
2015,2002,2,0-4 ára,20
2010,1702,2,0-4 ára,22
2014,0701,2,0-4 ára,61
2022,2904,1,0-4 ára,111
2020,1603,1,0-4 ára,61
2012,1804,2,0-4 ára,38
2021,1703,1,0-4 ára,43
2020,2201,2,0-4 ára,62
2021,2504,2,0-4 ára,55
2012,2401,1,0-4 ára,81
2010,2201,2,0-4 ára,81
2021,0706,1,0-4 ára,93
2023,3105,1,0-4 ára,34
2011,2003,2,0-4 ára,24
2013,3404,2,0-4 ára,24
2011,3203,1,0-4 ára,58
2017,3902,2,0-4 ára,70
2021,3901,2,0-4 ára,48
2020,2903,2,0-4 ára,50
2014,3404,1,0-4 ára,38
2017,3204,2,0-4 ára,60
2015,0204,1,0-4 ára,38
2012,1202,2,0-4 ára,100
2016,2105,2,0-4 ára,39
2021,3305,1,0-4 ára,84
2023,1603,1,0-4 ára,60
2011,2406,1,0-4 ára,39
2018,2602,2,0-4 ára,76
2009,2105,2,0-4 ára,46
2024,1004,1,0-4 ára,98
2013,0703,2,0-4 ára,48
2023,2902,1,0-4 ára,50
2021,2705,2,0-4 ára,89
2012,0405,1,0-4 ára,54
2016,2701,2,0-4 ára,40
2020,1809,2,0-4 ára,54
2008,1603,2,0-4 ára,73
2017,2104,1,0-4 ára,55
2010,1403,1,0-4 ára,67
2017,1902,2,0-4 ára,32
2010,3501,1,0-4 ára,27
2019,1602,2,0-4 ára,48
2019,2007,2,0-4 ára,51
2022,3201,1,0-4 ára,40
2018,3501,1,0-4 ára,40
2019,3105,2,0-4 ára,31
2023,0405,2,0-4 ára,71
2022,1501,2,0-4 ára,57
2019,1305,2,0-4 ára,27
2021,2002,2,0-4 ára,17
2019,2503,2,0-4 ára,53
2011,0202,2,0-4 ára,99
2022,0201,2,0-4 ára,19
2008,2904,2,0-4 ára,109
2020,0302,1,0-4 ára,67
2023,2903,1,0-4 ára,53
2010,3502,1,0-4 ára,57
2016,1601,1,0-4 ára,58
2024,3804,1,0-4 ára,52
2016,1902,1,0-4 ára,34
2022,1701,1,0-4 ára,34
2019,2103,1,0-4 ára,58
2015,0708,1,0-4 ára,62
2014,2502,1,0-4 ára,32
2012,4103,2,0-4 ára,38
2011,3903,2,0-4 ára,85
2009,1002,2,0-4 ára,89
2022,3101,2,0-4 ára,47
2011,0205,1,0-4 ára,47
2020,1903,1,0-4 ára,10
2009,1403,2,0-4 ára,79
2024,1203,2,0-4 ára,59
2011,2503,2,0-4 ára,59
2023,2202,2,0-4 ára,78
2015,2106,2,0-4 ára,78
2024,0708,1,0-4 ára,78
2021,1103,1,0-4 ára,60
2016,3101,1,0-4 ára,113
2012,3304,1,0-4 ára,72
2011,0304,2,0-4 ára,45
2014,0504,2,0-4 ára,44
2010,3202,1,0-4 ára,50
2015,1903,1,0-4 ára,19
2008,4001,1,0-4 ára,38
2013,2007,2,0-4 ára,48
2022,0203,2,0-4 ára,44
2019,0902,2,0-4 ára,34
2011,0204,1,0-4 ára,66
2013,1809,2,0-4 ára,80
2013,3704,1,0-4 ára,39
2016,2101,2,0-4 ára,57
2016,4002,2,0-4 ára,55
2015,3402,2,0-4 ára,32
2008,4101,2,0-4 ára,43
2012,3105,2,0-4 ára,52
2020,3303,2,0-4 ára,31
2015,0905,1,0-4 ára,31
2013,1701,2,0-4 ára,40
2008,3303,2,0-4 ára,57
2015,0202,2,0-4 ára,110
2023,1806,1,0-4 ára,39
2018,3804,2,0-4 ára,48
2015,4204,1,0-4 ára,35
2015,0502,1,0-4 ára,66
2013,3101,2,0-4 ára,70
2019,1603,1,0-4 ára,61
2015,1805,2,0-4 ára,54
2015,0102,1,0-4 ára,34
2009,4101,2,0-4 ára,51
2023,1206,2,0-4 ára,23
2017,1806,2,0-4 ára,21
2008,2403,2,0-4 ára,77
2018,1603,1,0-4 ára,70
2024,0701,2,0-4 ára,97
2023,0203,1,0-4 ára,74
2009,3001,2,0-4 ára,45
2017,3504,2,0-4 ára,92
2020,2705,1,0-4 ára,63
2014,1810,1,0-4 ára,22
2020,0603,2,0-4 ára,25
2017,3403,1,0-4 ára,86
2021,2802,2,0-4 ára,38
2015,1305,2,0-4 ára,26
2008,3204,2,0-4 ára,53
2008,3702,2,0-4 ára,54
2024,2403,2,0-4 ára,86
2013,1203,1,0-4 ára,73
2015,3401,2,0-4 ára,74
2020,2006,1,0-4 ára,58
2010,0903,2,0-4 ára,73
2011,2903,2,0-4 ára,53
2018,1102,1,0-4 ára,62
2009,0807,1,0-4 ára,36
2009,3504,2,0-4 ára,75
2024,1401,1,0-4 ára,101
2024,1704,1,0-4 ára,42
2009,1801,2,0-4 ára,56
2023,0605,1,0-4 ára,23
2024,1202,2,0-4 ára,98
2021,2404,2,0-4 ára,82
2020,0601,1,0-4 ára,71
2022,2101,2,0-4 ára,70
2017,1811,2,0-4 ára,44
2014,0702,2,0-4 ára,31
2018,2005,1,0-4 ára,72
2011,3803,1,0-4 ára,40
2015,2005,2,0-4 ára,53
2010,3305,1,0-4 ára,56
2014,0402,1,0-4 ára,78
2022,0504,2,0-4 ára,50
2015,3402,1,0-4 ára,35
2015,1101,1,0-4 ára,26
2021,3002,2,0-4 ára,55
2020,1003,2,0-4 ára,65
2021,1202,2,0-4 ára,92
2022,1104,2,0-4 ára,55
2018,2501,2,0-4 ára,63
2011,2105,1,0-4 ára,35
2022,0707,1,0-4 ára,40
2019,1004,2,0-4 ára,56
2024,4002,1,0-4 ára,90
2012,0701,2,0-4 ára,63
2020,1301,2,0-4 ára,41
2021,3301,2,0-4 ára,41
2024,1803,1,0-4 ára,280
2013,2303,2,0-4 ára,48
2015,3006,2,0-4 ára,28
2013,1502,1,0-4 ára,78
2009,4204,1,0-4 ára,39
2019,2601,1,0-4 ára,46
2017,0104,1,0-4 ára,23
2017,2704,1,0-4 ára,48
2013,1004,1,0-4 ára,75
2017,2102,2,0-4 ára,19
2012,0103,1,0-4 ára,47
2024,0403,2,0-4 ára,36
2019,1809,2,0-4 ára,50
2018,2105,1,0-4 ára,43
2015,0504,2,0-4 ára,47
2023,2601,1,0-4 ára,51
2019,3302,2,0-4 ára,51
2012,0702,2,0-4 ára,35
2009,0708,1,0-4 ára,55
2011,1002,2,0-4 ára,100
2012,0901,2,0-4 ára,58
2012,3401,1,0-4 ára,75
2020,0806,2,0-4 ára,48
2017,0102,1,0-4 ára,33
2008,0208,2,0-4 ára,39
2014,0707,1,0-4 ára,52
2011,1502,2,0-4 ára,66
2014,0605,2,0-4 ára,46
2016,2901,1,0-4 ára,54
2023,3904,1,0-4 ára,50
2011,2001,2,0-4 ára,43
2011,3004,1,0-4 ára,84
2008,4203,2,0-4 ára,30
2023,1803,2,0-4 ára,216
2017,2005,1,0-4 ára,67
2009,1004,1,0-4 ára,80
2012,1503,1,0-4 ára,69
2016,3602,2,0-4 ára,59
2019,1303,2,0-4 ára,43
2017,2701,2,0-4 ára,34
2020,2203,1,0-4 ára,79
2013,3904,1,0-4 ára,63
2010,3103,1,0-4 ára,73
2012,0606,2,0-4 ára,54
2017,0708,2,0-4 ára,45
2024,2701,2,0-4 ára,53
2020,1702,2,0-4 ára,40
2024,1102,2,0-4 ára,64
2010,2901,1,0-4 ára,51
2014,2001,2,0-4 ára,64
2018,4003,2,0-4 ára,35
2012,0803,2,0-4 ára,89
2011,1001,1,0-4 ára,53
2015,0706,1,0-4 ára,70
2016,1201,2,0-4 ára,49
2012,4201,1,0-4 ára,54
2011,3103,1,0-4 ára,75
2013,2105,2,0-4 ára,48
2018,1301,1,0-4 ára,45
2011,0606,1,0-4 ára,53
2010,4203,2,0-4 ára,29
2020,2002,1,0-4 ára,27
2021,2303,1,0-4 ára,54
2011,3103,2,0-4 ára,72
2011,0503,1,0-4 ára,52
2019,1806,1,0-4 ára,21
2022,0603,1,0-4 ára,33
2010,0901,2,0-4 ára,79
2010,2602,2,0-4 ára,57
2018,3704,1,0-4 ára,31
2012,1302,1,0-4 ára,137
